,id_card
5152,879125
5153,1200792
5154,208734
5155,813246
5156,1045858
5157,124824
5158,404883
5159,65140
5160,73073
5161,527592
5162,1248181
5163,321025
5164,681648
5165,581398
5166,1519520
5167,1142178
5168,980579
5169,149598
5170,47944
5171,1121129
5172,78806
5173,101906
5174,936968
5175,1218857
5176,1062580
5177,311372
5178,596651
5179,142331
5180,907731
5181,380558
5182,955357
5183,817466
5184,997890
5185,1132228
5186,150870
5187,301484
5188,1162622
5189,1219599
5190,1159153
5191,592404
5192,1382000
5193,403799
5194,797475
5195,33590
5196,1220087
5197,987014
5198,1011816
5199,34352
5200,163661
5201,886146
5202,1262639
5203,77867
5204,994340
5205,1383933
5206,1472195
5207,68646
5208,908669
5209,1287794
5210,1456170
5211,130867
5212,1061162
5213,1260122
5214,508467
5215,1384147
5216,354656
5217,311110
5218,340273
5219,1160800
5220,1383352
5221,725879
5222,714744
5223,1062034
5224,163599
5225,1180582
5226,700016
5227,1407322
5228,1500091
5229,1427145
5230,76766
5231,1023095
5232,1387578
5233,521432
5234,1285867
5235,1208168
5236,1657184
5237,371483
5238,7814
5239,553012
5240,737606
5241,583052
5242,1290952
5243,1674291
5244,481637
5245,470515
5246,1405881
5247,46490
5248,1267386
5249,1285522
5250,422668
5251,1673446
5252,747966
5253,1403326
5254,418227
5255,1267715
5256,934152
5257,1319796
5258,512838
5259,994772
5260,1674702
5261,559766
5262,444157
5263,1162967
5264,233284
5265,670707
5266,1797351
5267,622941
5268,213639
5269,233183
5270,360140
5271,796320
5272,1473153
5273,1793205
5274,474186
5275,164095
5276,816616
5277,307133
5278,834293
5279,856967
5280,1589655
5281,1350563
5282,412369
5283,1823835
5284,821204
5285,1706316
5286,3405
5287,1550512
5288,452012
5289,1094309
5290,372096
5291,1447010
5292,138968
5293,1519879
5294,1667574
5295,315668
5296,1373073
5297,73486
5298,160405
5299,1355285
5300,1561274
5301,951447
5302,1528501
5303,477285
5304,1446893
5305,343105
5306,1007768
5307,706114
5308,1313913
5309,56012
5310,616183
5311,14524
5312,447297
5313,1167969
5314,1841467
5315,1375991
5316,1372700
5317,875937
5318,691285
5319,811536
5320,947619
5321,1419515
5322,217193
5323,297027
5324,971750
5325,1337616
5326,741566
5327,1032450
5328,118229
5329,1393493
5330,996228
5331,1444288
5332,1150426
5333,188454
5334,464273
5335,1780786
5336,788733
5337,664583
5338,1239335
5339,668879
5340,828583
5341,109604
5342,914853
5343,1237121
5344,647396
5345,549615
5346,1192752
5347,273464
5348,1048063
5349,1110171
5350,1189356
5351,1090187
5352,1690178
5353,875116
5354,217822
5355,1341166
5356,1594047
5357,758943
5358,1235965
5359,1538922
5360,1788935
5361,1418857
5362,1034135
5363,109933
5364,1496809
5365,1468931
5366,4190
5367,160615
5368,1160195
5369,124101
5370,385170
5371,1592010
5372,1345802
5373,404919
5374,260633
5375,250661
5376,916498
5377,481851
5378,1569347
5379,939942
5380,293668
5381,1212842
5382,1131323
5383,861644
5384,1582793
5385,301245
5386,148307
5387,173921
5388,1069766
5389,606171
5390,1491013
5391,338740
5392,447490
5393,214523
5394,1520904
5395,1376148
5396,287534
5397,248794
5398,1514026
5399,1639747
5400,1696453
5401,1122029
5402,915731
5403,485450
5404,1847423
5405,1364433
5406,1262804
5407,428441
5408,1288662
5409,1267362
5410,1169732
5411,169146
5412,1341127
5413,374364
5414,1021118
5415,1236192
5416,986140
5417,168508
5418,893509
5419,1121104
5420,533638
5421,97235
5422,1384849
5423,987507
5424,1235863
5425,144194
5426,1418968
5427,497966
5428,865536
5429,785168
5430,1391423
5431,1370613
5432,762743
5433,1451821
5434,1457271
5435,497130
5436,69762
5437,494913
5438,191729
5439,1294771
5440,1431302
5441,259169
5442,1184563
5443,509430
5444,337015
5445,865664
5446,685745
5447,393292
5448,12470
5449,673880
5450,1431093
5451,1312070
5452,1330148
5453,233583
5454,109949
5455,349389
5456,135673
5457,33775
5458,1120884
5459,1824906
5460,320675
5461,765732
5462,715842
5463,1548529
5464,1342581
5465,232098
5466,1225881
5467,967477
5468,22401
5469,401516
5470,939550
5471,324833
5472,282946
5473,1637121
5474,1168431
5475,1643639
5476,819878
5477,1286940
5478,33646
5479,1125538
5480,963120
5481,910139
5482,1709180
5483,792723
5484,497211
5485,1663975
5486,10292
5487,662603
5488,1706471
5489,570234
5490,256765
5491,270293
5492,112690
5493,125301
5494,1589609
5495,885307
5496,858237
5497,3428
5498,810163
5499,1158480
5500,1640239
5501,715425
5502,20492
5503,1042423
5504,483533
5505,297394
5506,119595
5507,1025534
5508,86695
5509,1220022
5510,86685
5511,418354
5512,925201
5513,1803204
5514,837258
5515,20415
5516,112148
5517,377566
5518,476496
5519,213588
5520,1003424
5521,134752
5522,1295495
5523,946952
5524,137816
5525,758177
5526,907152
5527,1124647
5528,440354
5529,618489
5530,651211
5531,287410
5532,780822
5533,1674475
5534,909163
5535,214100
5536,559765
5537,205610
5538,975571
5539,1835617
5540,206612
5541,1404921
5542,85508
5543,1445040
5544,1919500
5545,1089629
5546,44788
5547,440831
5548,517023
5549,152045
5550,1820394
5551,5561
5552,1024704
5553,83678
5554,423135
5555,1122238
5556,769100
5557,1494590
5558,1383182
5559,1167394
5560,101843
5561,1328386
5562,1177209
5563,269511
5564,424772
5565,856951
5566,742179
5567,1630075
5568,964240
5569,1192736
5570,602508
5571,414252
5572,744185
5573,670618
5574,1263349
5575,997158
5576,1211705
5577,414906
5578,1847835
5579,969070
5580,1426830
5581,1290386
5582,1297689
5583,1219099
5584,1000294
5585,1280677
5586,585237
5587,1184614
5588,615028
5589,626290
5590,558666
5591,229833
5592,950489
5593,1785714
5594,904227
5595,1399066
5596,693972
5597,580516
5598,364673
5599,169571
5600,1248674
5601,1168088
5602,448543
5603,913335
5604,1024890
5605,1710318
5606,1436247
5607,1424933
5608,631186
5609,409439
5610,1631215
5611,436638
5612,427918
5613,1665127
5614,945359
5615,1016627
5616,171018
5617,1544417
5618,42748
5619,771565
5620,135097
5621,1685683
5622,937677
5623,18912
5624,1785593
5625,1317422
5626,1146474
5627,616057
5628,204891
5629,651410
5630,538864
5631,1196792
5632,980095
5633,987757
5634,439330
5635,905351
5636,1475639
5637,937908
5638,1599493
5639,786726
5640,1692688
5641,1054203
5642,804842
5643,887510
5644,151233
5645,365454
5646,1272660
5647,530317
5648,551816
5649,406753
5650,728309
5651,1019369
5652,1670146
5653,107289
5654,897476
5655,505904
5656,1316187
5657,667132
5658,717021
5659,367263
5660,552183
5661,359774
5662,1167859
5663,216574
5664,1034568
5665,794121
5666,1515694
5667,795405
5668,1399669
5669,950610
5670,1167870
5671,1519534
5672,1678466
5673,499661
5674,533332
5675,17223
5676,1145256
5677,154634
5678,95737
5679,1231255
5680,786217
5681,1556643
5682,632506
5683,1623918
5684,1040398
5685,1474972
5686,488934
5687,1816103
5688,1092771
5689,317169
5690,548975
5691,1817788
5692,1272303
5693,1584523
5694,728285
5695,137802
5696,959514
5697,556634
5698,49420
5699,1552307
5700,75643
5701,1546207
5702,1529517
5703,12518
5704,593427
5705,1799249
5706,63651
5707,1203683
5708,777137
5709,1578555
5710,559145
5711,788677
5712,518393
5713,1407478
5714,533540
5715,1240316
5716,1292798
5717,1060782
5718,1471919
5719,176746
5720,1689047
5721,1534978
5722,642788
5723,973666
5724,682693
5725,468370
5726,1094327
5727,1597741
5728,1036422
5729,544353
5730,1559518
5731,726268
5732,63614
5733,107152
5734,55724
5735,770698
5736,259335
5737,580953
5738,1175374
5739,917423
5740,914348
5741,280312
5742,1391360
5743,156225
5744,779411
5745,1217776
5746,1725244
5747,608916
5748,823053
5749,1514913
5750,198605
5751,1428659
5752,895410
5753,1631534
5754,1457010
5755,77344
5756,1250349
5757,9958
5758,956322
5759,916935
5760,1505103
5761,925806
5762,806923
5763,18901
5764,189255
5765,388621
5766,937649
5767,449361
5768,599642
5769,30312
5770,146438
5771,320914
5772,1173885
5773,37271
5774,850531
5775,242889
5776,52227
5777,6110
5778,1068264
5779,574476
5780,403680
5781,463180
5782,1384593
5783,932515
5784,1261498
5785,1288256
5786,1227709
5787,427175
5788,275168
5789,40401
5790,1454647
5791,547732
5792,589562
5793,1211139
5794,1261059
5795,178402
5796,1262792
5797,233790
5798,1409239
5799,888618
5800,61124
5801,1427369
5802,218301
5803,275736
5804,1564384
5805,1810707
5806,723062
5807,858233
5808,1445280
5809,1485452
5810,1039072
5811,848126
5812,469877
5813,1607147
5814,1794532
5815,585297
5816,124580
5817,248510
5818,1653386
5819,1279570
5820,1180957
5821,1573622
5822,1262138
5823,38709
5824,1021685
5825,1085074
5826,1279064
5827,1131095
5828,725901
5829,1303384
5830,787056
5831,971008
5832,27629
5833,1144757
5834,1571029
5835,341684
5836,895098
5837,1313272
5838,407655
5839,450952
5840,1139024
5841,1000979
5842,905514
5843,451069
5844,1016253
5845,1378707
5846,854051
5847,1202268
5848,219982
5849,276131
5850,1484235
5851,160474
5852,1378979
5853,479157
5854,1155156
5855,1554205
5856,894458
5857,198848
5858,227012
5859,960122
5860,187662
5861,443867
5862,11927
5863,56435
5864,1425795
5865,44668
5866,1087245
5867,106322
5868,258085
5869,1475292
5870,98977
5871,825085
5872,706859
5873,275968
5874,669343
5875,1595093
5876,348659
5877,1271767
5878,1271776
5879,171512
5880,1316680
5881,330567
5882,461225
5883,1502972
5884,897006
5885,262151
5886,624671
5887,14751
5888,1198641
5889,1424421
5890,852656
5891,71213
5892,131124
5893,1198709
5894,1477639
5895,125781
5896,1772169
5897,739185
5898,1273743
5899,823560
5900,343256
5901,706734
5902,801863
5903,1711491
5904,759586
5905,1087456
5906,1556251
5907,1648215
5908,1317161
5909,136796
5910,1281713
5911,440088
5912,1198530
5913,44471
5914,1204685
5915,1812325
5916,1322750
5917,549892
5918,901301
5919,133579
5920,196441
5921,1488816
5922,368321
5923,185502
5924,1440997
5925,315786
5926,898708
5927,1426749
5928,220466
5929,329982
5930,1380812
5931,541273
5932,1441083
5933,514393
5934,569097
5935,185396
5936,929546
5937,456664
5938,1311299
5939,1158955
5940,857624
5941,596885
5942,1478180
5943,725474
5944,1510918
5945,1426952
5946,1593883
5947,829190
5948,1322134
5949,1572849
5950,1621030
5951,1309506
5952,373770
5953,301608
5954,541400
5955,1810327
5956,1207836
5957,162086
5958,440311
5959,1031535
5960,570991
5961,216777
5962,115886
5963,825155
5964,722818
5965,689096
5966,1473919
5967,170616
5968,275925
5969,52466
5970,1036951
5971,456651
5972,455459
5973,361029
5974,214947
5975,1420294
5976,1285028
5977,1520651
5978,539941
5979,1847075
5980,614945
5981,1501963
5982,927486
5983,1695476
5984,66827
5985,610481
5986,737915
5987,1197933
5988,1414014
5989,1418958
5990,106570
5991,1069865
5992,707134
5993,247646
5994,1157795
5995,86553
5996,267798
5997,1488528
5998,68654
5999,1051344
6000,1058116
6001,1433110
6002,298393
6003,673987
6004,811371
6005,123463
6006,1230058
6007,682454
6008,1821064
6009,280964
6010,770446
6011,30718
6012,174477
6013,1341809
6014,1047322
6015,1576462
6016,1331017
6017,947652
6018,672690
6019,1167989
6020,1586761
6021,1116394
6022,1328222
6023,386245
6024,773633
6025,508218
6026,427570
6027,8333
6028,457924
6029,74755
6030,1674809
6031,1252117
6032,1252109
6033,127287
6034,634373
6035,1337731
6036,85053
6037,1466071
6038,748161
6039,72359
6040,1522381
6041,1575883
6042,1120248
6043,9223
6044,483264
6045,1542806
6046,354465
6047,421284
6048,1530402
6049,879012
6050,1663176
6051,875570
6052,1579411
6053,1786442
6054,1167064
6055,1851502
6056,1289542
6057,1514142
6058,777153
6059,642782
6060,1663102
6061,1675521
6062,1042179
6063,943611
6064,421704
6065,280788
6066,883925
6067,1121281
6068,1544924
6069,777737
6070,1541700
6071,468712
6072,1329336
6073,1669742
6074,421742
6075,299742
6076,208306
6077,984393
6078,116976
6079,1231391
6080,1329539
6081,1025552
6082,1025595
6083,1391382
6084,796077
6085,317384
6086,1836076
6087,1507070
6088,341850
6089,807728
6090,24815
6091,728044
6092,1079748
6093,606104
6094,167647
6095,712021
6096,582860
6097,167568
6098,1668902
6099,237273
6100,946936
6101,207726
6102,4677
6103,881996
6104,1298537
6105,1171936
6106,202327
6107,1399716
6108,298573
6109,816345
6110,1047128
6111,165945
6112,225191
6113,22923
6114,223589
6115,1171383
6116,1387083
6117,1005713
6118,1121269
6119,671699
6120,1294622
6121,1579725
6122,713440
6123,552201
6124,207957
6125,698565
6126,1787479
6127,1820426
6128,193272
6129,1807387
6130,518424
6131,421775
6132,396227
6133,205727
6134,987510
6135,4042
6136,966294
6137,547459
6138,938749
6139,295858
6140,157344
6141,333419
6142,1240780
6143,916941
6144,1541971
6145,369895
6146,1119190
6147,609697
6148,1587573
6149,996023
6150,168197
6151,1108299
6152,874747
6153,871262
6154,167943
6155,1793358
6156,771142
6157,12240
6158,466529
6159,296121
6160,612877
6161,297532
6162,1293055
6163,455645
6164,1108819
6165,1298798
6166,1579171
6167,332962
6168,1109268
6169,72235
6170,1384701
6171,1560956
6172,1237482
6173,967011
6174,354636
6175,145047
6176,861044
6177,1543402
6178,1703480
6179,1012899
6180,1217778
6181,375037
6182,408435
6183,1333475
6184,16647
6185,980038
6186,879550
6187,1611593
6188,69089
6189,782371
6190,1493143
6191,526472
6192,594274
6193,494173
6194,902677
6195,1215621
6196,1667033
6197,1362177
6198,1797104
6199,1215606
6200,1236098
6201,270402
6202,1325080
6203,1325074
6204,1545688
6205,1516464
6206,593163
6207,1365500
6208,306295
6209,323937
6210,253583
6211,1365121
6212,1082858
6213,36049
6214,1288589
6215,1338151
6216,97230
6217,6490
6218,234815
6219,1633323
6220,1654373
6221,1368113
6222,1508570
6223,38547
6224,885875
6225,1801057
6226,861070
6227,1783772
6228,1638805
6229,370213
6230,963734
6231,867008
6232,124875
6233,75601
6234,807127
6235,432132
6236,463333
6237,577647
6238,1494209
6239,641690
6240,1246870
6241,346622
6242,21595
6243,1332954
6244,79926
6245,643581
6246,383403
6247,852198
6248,1198687
6249,548791
6250,1595079
6251,1515734
6252,327932
6253,296132
6254,318280
6255,482519
6256,1400052
6257,615255
6258,334282
6259,149683
6260,27498
6261,361433
6262,452896
6263,141634
6264,1670703
6265,108636
6266,1450277
6267,299016
6268,1198363
6269,408527
6270,1229718
6271,1229540
6272,952932
6273,140632
6274,1053963
6275,125928
6276,958812
6277,106129
6278,980344
6279,896369
6280,285479
6281,247960
6282,121184
6283,20262
6284,1283341
6285,785957
6286,272924
6287,1442198
6288,1333395
6289,1343007
6290,1272961
6291,1272781
6292,1187582
6293,126007
6294,1520502
6295,1155690
6296,215938
6297,61391
6298,145863
6299,291679
6300,128924
6301,1635930
6302,1442128
6303,721078
6304,1556594
6305,1614466
6306,1053689
6307,1283989
6308,75316
6309,31604
6310,1230332
6311,1172121
6312,1020414
6313,548968
6314,1079090
6315,1334291
6316,490264
6317,887737
6318,52215
6319,1297917
6320,342457
6321,439519
6322,1423253
6323,1835015
6324,153973
6325,1520004
6326,1355956
6327,517226
6328,1396486
6329,1168790
6330,829403
6331,723394
6332,137113
6333,965760
6334,701930
6335,45178
6336,1466469
6337,1356221
6338,711449
6339,1466210
6340,1355931
6341,838078
6342,1544115
6343,900030
6344,1363506
6345,705433
6346,260327
6347,1466060
6348,668657
6349,1019760
6350,1446517
6351,1337786
6352,810753
6353,467160
6354,1153604
6355,229449
6356,1088688
6357,14374
6358,1340964
6359,1080947
6360,357455
6361,1611089
6362,463116
6363,19298
6364,1032265
6365,652944
6366,426352
6367,579534
6368,1048865
6369,244071
6370,12769
6371,1395041
6372,950348
6373,1533665
6374,1240326
6375,472742
6376,1239379
6377,278507
6378,527265
6379,729189
6380,1278891
6381,218752
6382,352962
6383,94111
6384,874386
6385,248361
6386,827944
6387,1109477
6388,705773
6389,253891
6390,154118
6391,1190084
6392,871922
6393,966188
6394,1445492
6395,634893
6396,749395
6397,192093
6398,611721
6399,291151
6400,6878
6401,1844530
6402,706186
6403,207928
6404,283975
6405,524883
6406,1104904
6407,1613705
6408,1297434
6409,69510
6410,578081
6411,249100
6412,588480
6413,1668398
6414,1072494
6415,1145640
6416,1511474
6417,1835919
6418,1511411
6419,1314119
6420,1566737
6421,1418652
6422,254603
6423,916508
6424,1273810
6425,257845
6426,1584151
6427,464574
6428,1024028
6429,868935
6430,12898
6431,1669064
6432,1668886
6433,812166
6434,87918
6435,836241
6436,760355
6437,1661923
6438,144953
6439,1594497
6440,1113753
6441,914128
6442,664231
6443,1167887
6444,95068
6445,1523831
6446,1051544
6447,903688
6448,121601
6449,1313319
6450,1830132
6451,497914
6452,309039
6453,392587
6454,563138
6455,826628
6456,1580953
6457,1079882
6458,1147007
6459,1111824
6460,392594
6461,1392374
6462,261391
6463,1313392
6464,1580732
6465,376693
6466,1447624
6467,1569043
6468,1613439
6469,456735
6470,350012
6471,947540
6472,951825
6473,1341773
6474,1419482
6475,1628247
6476,1465015
6477,148207
6478,1560504
6479,264879
6480,73417
6481,1671198
6482,1078858
6483,69147
6484,780618
6485,383826
6486,541299
6487,1321121
6488,863574
6489,486952
6490,164167
6491,241139
6492,451490
6493,1576625
6494,1405076
6495,1258521
6496,561445
6497,1413025
6498,817863
6499,1163936
6500,1213523
6501,937203
6502,1807273
6503,1576759
6504,120637
6505,116630
6506,683470
6507,803429
6508,1255278
6509,1042791
6510,1606080
6511,1454113
6512,479858
6513,190779
6514,1739284
6515,1303822
6516,957156
6517,374424
6518,1221860
6519,1027275
6520,1367112
6521,1380825
6522,1453669
6523,430082
6524,1657559
6525,630932
6526,2404
6527,1637526
6528,715673
6529,702908
6530,447706
6531,507142
6532,796059
6533,1291117
6534,316721
6535,1657700
6536,569164
6537,1901608
6538,1452987
6539,1157850
6540,344279
6541,444971
6542,444096
6543,479755
6544,1459913
6545,305508
6546,214174
6547,1639570
6548,276729
6549,1369966
6550,1326206
6551,1674573
6552,1290891
6553,1761075
6554,388541
6555,737603
6556,1222381
6557,725195
6558,1548491
6559,1706367
6560,84708
6561,169057
6562,132146
6563,353761
6564,162723
6565,885271
6566,366881
6567,1211105
6568,1429069
6569,1211084
6570,975815
6571,415744
6572,1369517
6573,1499935
6574,630599
6575,1160080
6576,515003
6577,1596934
6578,890369
6579,82343
6580,498519
6581,524252
6582,596040
6583,1219083
6584,1219086
6585,1131881
6586,288752
6587,314693
6588,1454917
6589,142724
6590,319847
6591,307693
6592,1607805
6593,542660
6594,1349612
6595,1257558
6596,1457951
6597,50978
6598,1212497
6599,1327408
6600,1809750
6601,1290176
6602,1361392
6603,110545
6604,1651349
6605,213681
6606,719298
6607,91774
6608,90000
6609,280911
6610,649151
6611,106881
6612,765582
6613,1158492
6614,183754
6615,955538
6616,1411953
6617,1430257
6618,691936
6619,1049074
6620,1427150
6621,1651770
6622,293317
6623,1160094
6624,336802
6625,139727
6626,1640178
6627,348586
6628,221597
6629,1620887
6630,1531222
6631,202064
6632,1014458
6633,1656350
6634,1257884
6635,189614
6636,821916
6637,968644
6638,746651
6639,1175734
6640,738643
6641,1806333
6642,1415056
6643,151418
6644,802281
6645,1078259
6646,1318825
6647,476225
6648,1120111
6649,1044547
6650,1138208
6651,1366000
6652,1609059
6653,485184
6654,257241
6655,576753
6656,113767
6657,1065574
6658,387186
6659,302114
6660,822694
6661,1546537
6662,13500
6663,888575
6664,136078
6665,22267
6666,1388530
6667,1137596
6668,203143
6669,906237
6670,1408062
6671,1251359
6672,122375
6673,618097
6674,497533
6675,255062
6676,184523
6677,1807692
6678,732414
6679,552746
6680,107297
6681,1293184
6682,1360624
6683,209121
6684,455913
6685,623531
6686,540592
6687,693143
6688,436798
6689,1016192
6690,255063
6691,47120
6692,1526863
6693,25369
6694,753681
6695,1574978
6696,543682
6697,236513
6698,1451184
6699,1344513
6700,449333
6701,1685011
6702,372960
6703,1138723
6704,917169
6705,1202518
6706,1066532
6707,1637071
6708,1128613
6709,1403121
6710,1319411
6711,240914
6712,416301
6713,922311
6714,1101856
6715,1101913
6716,1622301
6717,1585920
6718,1330170
6719,1205963
6720,933877
6721,819332
6722,997731
6723,397162
6724,1649828
6725,470767
6726,510774
6727,934090
6728,84662
6729,1508889
6730,1347881
6731,134984
6732,89385
6733,90618
6734,39505
6735,532549
6736,214592
6737,722210
6738,175830
6739,222221
6740,1043672
6741,1252990
6742,1303323
6743,1455609
6744,263723
6745,560233
6746,1225846
6747,372719
6748,953730
6749,455959
6750,1488327
6751,156118
6752,1379784
6753,214870
6754,673862
6755,1541815
6756,677272
6757,7102
6758,526263
6759,122621
6760,847684
6761,19359
6762,749944
6763,1639023
6764,451697
6765,914737
6766,247297
6767,966099
6768,193928
6769,431586
6770,614702
6771,194185
6772,137878
6773,1190276
6774,507046
6775,1288136
6776,1360262
6777,1805758
6778,41107
6779,516892
6780,1161966
6781,1084720
6782,1295714
6783,1480639
6784,194078
6785,1153126
6786,1181267
6787,829004
6788,625901
6789,1563990
6790,258452
6791,195835
6792,961525
6793,1593843
6794,144435
6795,101718
6796,538002
6797,570134
6798,1520898
6799,1638890
6800,158228
6801,491540
6802,1084942
6803,221067
6804,1898
6805,1483026
6806,1423115
6807,1560990
6808,85303
6809,244859
6810,221251
6811,1523061
6812,1507240
6813,13724
6814,651928
6815,137426
6816,744514
6817,1633590
6818,260435
6819,193006
6820,59736
6821,1087001
6822,844615
6823,417312
6824,1483775
6825,1291553
6826,1699598
6827,846334
6828,223434
6829,1171994
6830,1291496
6831,569265
6832,244695
6833,492155
6834,287691
6835,219424
6836,104473
6837,104718
6838,1026727
6839,1294247
6840,260598
6841,2091
6842,462875
6843,1694402
6844,156367
6845,343864
6846,1161073
6847,176027
6848,492002
6849,1166649
6850,1432657
6851,417282
6852,1165938
6853,159115
6854,223197
6855,748665
6856,667453
6857,995517
6858,1565610
6859,1306379
6860,1172694
6861,1184425
6862,917854
6863,615220
6864,904790
6865,69642
6866,52189
6867,70246
6868,1429285
6869,685949
6870,1294853
6871,915860
6872,430680
6873,1557518
6874,1698435
6875,968051
6876,843893
6877,307227
6878,328038
6879,225649
6880,903650
6881,104282
6882,1427250
6883,756934
6884,1751371
6885,430691
6886,226544
6887,903620
6888,193582
6889,1480300
6890,101467
6891,191752
6892,507240
6893,42979
6894,992728
6895,756809
6896,1837802
6897,380431
6898,745671
6899,246976
6900,705243
6901,1442892
6902,756537
6903,1155260
6904,538311
6905,1183550
6906,1077653
6907,1566621
6908,1637854
6909,1566719
6910,1510343
6911,1364724
6912,1441016
6913,744190
6914,594881
6915,285714
6916,1294784
6917,745533
6918,11911
6919,1021315
6920,1566785
6921,1699024
6922,797585
6923,352243
6924,188327
6925,537676
6926,1590518
6927,674372
6928,643606
6929,184953
6930,732362
6931,63737
6932,1659803
6933,1323136
6934,1263427
6935,459496
6936,1211493
6937,988609
6938,17807
6939,585329
6940,1263751
6941,1211310
6942,416031
6943,1038866
6944,416037
6945,956896
6946,712336
6947,548111
6948,1096758
6949,857643
6950,1651674
6951,1848503
6952,162563
6953,622802
6954,880003
6955,3552
6956,363475
6957,314628
6958,736099
6959,1348776
6960,1062054
6961,1119047
6962,293789
6963,1540626
6964,655736
6965,1119040
6966,203476
6967,252453
6968,1383153
6969,546481
6970,814182
6971,110213
6972,1212950
6973,633812
6974,1002447
6975,1513412
6976,1212564
6977,1588880
6978,242086
6979,1349302
6980,771174
6981,293596
6982,1660199
6983,602415
6984,643489
6985,133549
6986,1380362
6987,934389
6988,1320097
6989,878912
6990,1462831
6991,601645
6992,511474
6993,292679
6994,868040
6995,232258
6996,484691
6997,1103678
6998,692098
6999,302053
7000,1649712
7001,1670189
7002,214837
7003,177556
7004,518211
7005,89123
7006,310073
7007,894246
7008,933395
7009,1622663
7010,395608
7011,1320273
7012,63812
7013,1453149
7014,1014751
7015,891046
7016,1229429
7017,1265141
7018,1651442
7019,1381236
7020,1343779
7021,1488870
7022,707341
7023,1381179
7024,411292
7025,989117
7026,662693
7027,1579325
7028,1670715
7029,1453872
7030,1208324
7031,737330
7032,892171
7033,892214
7034,1803582
7035,867622
7036,46617
7037,1550793
7038,1267043
7039,1261696
7040,415933
7041,724810
7042,1403236
7043,91786
7044,1123998
7045,978148
7046,941536
7047,1225656
7048,881508
7049,1057937
7050,378672
7051,76095
7052,1256048
7053,1252567
7054,955049
7055,1100136
7056,459996
7057,556147
7058,496861
7059,323041
7060,38214
7061,251598
7062,943543
7063,559439
7064,713793
7065,977672
7066,1406356
7067,1518355
7068,54540
7069,1388117
7070,1039890
7071,405742
7072,942723
7073,210369
7074,543182
7075,72649
7076,883119
7077,1223116
7078,1043530
7079,978525
7080,210555
7081,1056814
7082,1404808
7083,1254629
7084,522151
7085,388305
7086,54614
7087,1122514
7088,168639
7089,117073
7090,1122752
7091,338019
7092,1042907
7093,942050
7094,183564
7095,9624
7096,978961
7097,1058874
7098,636154
7099,1347247
7100,1471352
7101,1585518
7102,886942
7103,1348097
7104,887027
7105,1040743
7106,90896
7107,709362
7108,1616084
7109,263102
7110,1331452
7111,617837
7112,859971
7113,200844
7114,1324833
7115,518697
7116,1409090
7117,281796
7118,1098128
7119,699882
7120,1455974
7121,615647
7122,465398
7123,1549508
7124,151461
7125,38772
7126,383215
7127,485135
7128,211825
7129,1010062
7130,1575777
7131,1585674
7132,1326961
7133,107568
7134,141845
7135,1218912
7136,386281
7137,485894
7138,817671
7139,634386
7140,1618540
7141,449411
7142,782063
7143,427756
7144,1672194
7145,255193
7146,371043
7147,1217958
7148,1098952
7149,136316
7150,955661
7151,818106
7152,709305
7153,779521
7154,419780
7155,466162
7156,136708
7157,1447425
7158,61965
7159,1341368
7160,471975
7161,1844194
7162,1196802
7163,1341111
7164,1069100
7165,1645885
7166,1625617
7167,129750
7168,529573
7169,87684
7170,140974
7171,1527790
7172,1663571
7173,379508
7174,1581312
7175,533802
7176,64646
7177,616096
7178,1195383
7179,826794
7180,850295
7181,1603319
7182,109244
7183,45553
7184,928160
7185,99544
7186,1377527
7187,571973
7188,1795301
7189,669787
7190,332675
7191,36624
7192,1353943
7193,439146
7194,851993
7195,23721
7196,1377137
7197,95053
7198,514383
7199,690867
7200,1581024
7201,186965
7202,1068310
7203,32612
7204,1354340
7205,983788
7206,554111
7207,1051362
7208,207293
7209,1235950
7210,1504011
7211,313134
7212,930904
7213,1240832
7214,758181
7215,239095
7216,1713694
7217,1019044
7218,1150100
7219,1496149
7220,7440
7221,1150259
7222,1070795
7223,632984
7224,926455
7225,615763
7226,338714
7227,375375
7228,354957
7229,57640
7230,188240
7231,570542
7232,717689
7233,902317
7234,1691389
7235,318579
7236,418972
7237,1071236
7238,1070599
7239,1192577
7240,871335
7241,1504218
7242,1375349
7243,1554368
7244,341304
7245,678173
7246,61796
7247,205694
7248,1277121
7249,658963
7250,1048262
7251,1277432
7252,59496
7253,849445
7254,1019016
7255,28134
7256,810041
7257,411959
7258,36268
7259,414833
7260,297526
7261,809994
7262,678120
7263,196470
7264,380841
7265,394016
7266,554289
7267,864454
7268,389908
7269,728095
7270,931754
7271,1684582
7272,1742468
7273,673488
7274,141490
7275,633346
7276,111493
7277,132537
7278,1008544
7279,1016290
7280,801648
7281,1583823
7282,459155
7283,518124
7284,379371
7285,339994
7286,1342262
7287,95293
7288,1398283
7289,21678
7290,272752
7291,1202301
7292,9043
7293,315260
7294,1335856
7295,1317345
7296,1352999
7297,467583
7298,1502678
7299,1202409
7300,215576
7301,1684884
7302,136733
7303,990426
7304,292046
7305,240317
7306,1591083
7307,503403
7308,1417505
7309,10902
7310,897065
7311,623699
7312,296395
7313,296996
7314,509762
7315,1066031
7316,1686830
7317,616866
7318,600540
7319,1624032
7320,1605175
7321,1647616
7322,1336399
7323,310019
7324,1497379
7325,370347
7326,1417217
7327,18830
7328,1390897
7329,710950
7330,102903
7331,1364304
7332,1496007
7333,1402439
